aba,feature,veredito,sinal,sinal_espera,sinal_escopo,gtk_onde,html_onde,gtk_faz,html_faz,porque
01-jogar,O aviso 'entrei em Navegação e o mouse/teclado está desligado',DIFERENTE,painel.avisos_do_estado(ctx.state),PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:919 · src/hefesto_dualsense4unix/app/actions/home_actions.py:902 · src/hefesto_dualsense4unix/app/actions/home_actions.py:912,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:875,"ressalva logo abaixo da descrição, com a lógica de transição em voo (sabe que o `mouse.emulation.restore` pode ainda estar chegando)","A coluna Atenção chama a MESMA função pura da janela antiga: `painel.AVISOS_DA_TELA` traz `home_actions.texto_do_desktop_sem_emulacao` com o selo `MODO`, e `_avisos` a consome em `fora += list(painel.avisos_do_estado(ctx.state))`. O terceiro argumento (`modo_mudou_agora`) fica de fora — uma fonte desta coluna é função pura de `state` —, e o preço está declarado: o aviso pode piscar por até 2 s na transição para o desktop.","É o MODO-QUE-NAO-CONTROLA-01, medido com ela ao vivo (*'cliquei em aplicar e nada'*). O HTML herdou o terceiro IPC que curou metade do defeito e não herdou a linha que cobre a outra metade — quando o restore não pega, o produto novo volta a ficar mudo exatamente onde a GTK aprendeu a falar. || REMEDIDA em 06/09/2026 pela PARIDADE-REMEDIR-02, com o trabalho da JOGAR-OS-SEIS-AVISOS-01. `DIFERENTE` e não `IGUAL` pelo precedente da linha 11 desta mesma aba, que é a irmã desta e já estava assim: a GTK põe a ressalva LOGO ABAIXO da descrição do modo, e aqui ela entra na coluna Atenção com selo, atrás do `+N` quando a coluna enche. Mesmo fato, lugares diferentes. E o `gtk_onde` estava MORTO por deslizamento — apontava :762, :2053 e :2621, que hoje abrem em código de outro assunto; medidos de novo e substituídos."
01-jogar,"Escolher a máscara POR CONTROLE, no cartão de cada um",SO_NO_HTML,gamepad.mask.set,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:2082,src/hefesto_dualsense4unix/interface/aba01.py:834 · src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:898 · src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:148 · mockup/01-jogar.html:2545,"não existe: a máscara é UMA para a máquina, num seletor só","os QUATRO cartões trazem os três chips com `data-gesto=""mascara""` e `data-campo=""mascara-cartao""`; o gesto `mascara_do_controle` manda `gamepad.mask.set {uniq, flavor}`, e o lugar VAZIO responde pelo nome ('Não há controle no lugar P3…') em vez de sumir calado","A DECISÃO É DELA, 03/09/2026: 'É uma máscara por controle. (…) Se isso não ocorre com os 4 controles em cada aba, então temos que construir isso e garantir isso.' || ERA MEIA FEATURE ATÉ ESTA LEVA: só os cartões p1 e p2 tinham endereço — `grep -c 'data-gesto=""mascara""'` devolvia 6, que é dois cartões vezes três chips. No produto a página é ESTÁTICA (quem remonta cartão é a bancada), então o cartão do P3 REABRE quando um terceiro controle chega e os três chips dele continuavam mudos ao clique e cegos à pintura. O ramo do gesto que responde pelo lugar vazio era código INALCANÇÁVEL. || MEDIDO no WebKit, com o daemon dela vivo (`scripts/ensaios/os_quatro_cartoes_mudam_a_mascara.py`): o p3 e o p4 dão `data-gesto=None` e SEM RESPOSTA. || A CAUSA QUE ESTAVA ESCRITA AQUI CAIU em 04/09/2026, e ela era ""o publicado não tem o gesto, a bancada tem"": `grep -c 'data-gesto=""mascara""'` dá **12 nos DOIS** — a página publicada e `mockup/01-jogar.html` são byte-idênticas, como as treze. O que separa o p3/p4 do p1/p2 na página é `data-conectado=""nao""`, que é ESTADO e não publicação. Publicar nunca foi a cura; falta remedir POR QUE o gesto não responde no cartão desconectado. A GTK não tem esta feature: lá a máscara é um seletor só, da sessão. || Zero pixel mudou: as duas fotos (`olhar.py`) saem byte a byte iguais. [noqa-acento: os literais sem acento nesta linha são CÓDIGO — o valor do atributo. Acentuá-los quebraria o casamento com o fonte.]"
01-jogar,O chip 'Steam Input' na fileira de modos,SO_NO_HTML,UseSteamControllerConfig,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:153,src/hefesto_dualsense4unix/interface/paginas/01-jogar.html:1168 · src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:286,não existe na aba Início,"chip presente com `data-gesto=""modo-steam""` e sem `@gesto`; o motivo está escrito com endereço","É o degrau 4 da `ponte_escada.ESCADA` que a GTK nunca nomeou na tela. Fica inerte por um motivo medido e não por esquecimento: `UseSteamControllerConfig` só sobrevive com a Steam FECHADA (integrations/steam_input_ponte.py), então ligá-lo exige fechar a Steam, reabrir a Steam e reabrir o jogo. O endereço existe para o clique recusar DIZENDO, em vez de sumir calado."
01-jogar,A frase que conta os jogadores e separa adotado de externo,DIFERENTE,texto_da_contagem,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/__init__.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:1504 · src/hefesto_dualsense4unix/app/actions/home_actions.py:2075 · src/hefesto_dualsense4unix/app/actions/home_actions.py:2753,src/hefesto_dualsense4unix/interface/pacotes/__init__.py:676 · src/hefesto_dualsense4unix/interface/mesa_viva.py:336,'2 controles = 2 jogadores' ou '3 controles na mesa: 2 pelo Hefesto e 1 que ele só vê' — e só afirma N jogadores quando o daemon numerou N,o cabeçalho das dez abas traz '● N controles:' + 'X USB · Y BT',"Há contagem nos dois, mas ela responde perguntas diferentes. Medido agora: a GTK escreveria `""""` (com `player=None` nos dois, ela se cala em vez de afirmar dois jogadores) e o HTML escreve '2 controles: 1 USB · 1 BT'. O HTML conta a mesa por TRANSPORTE; a GTK conta JOGADORES e nomeia quem o Hefesto só vê — a distinção que a I5 construiu e que responde à pergunta dela ('o produto funciona com 4 controles ao mesmo tempo?')."
01-jogar,"Cards dos controles EXTERNOS (Nintendo Pro, 8BitDo…)",DIFERENTE,_format_external_title,PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/home_actions.py:3003 · src/hefesto_dualsense4unix/app/actions/home_actions.py:1434 · src/hefesto_dualsense4unix/app/actions/home_actions.py:1472 · src/hefesto_dualsense4unix/app/actions/home_actions.py:2349,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:1 · src/hefesto_dualsense4unix/interface/hefesto_vivo.py:1 · src/hefesto_dualsense4unix/interface/aba01.py:1,"card no MESMO frame, depois dos adotados, com marca ('Controle 3 — 8BitDo') e a linha 'rádio · o Hefesto só vê'; o inventário é pedido no tique lento com teto próprio","um cartão por controle externo, num bloco embaixo da fileira dos quatro assentos — com o número do slot de co-op, a marca (que o OUI do MAC desmente quando o clone mente o VID), «cabo|rádio · o Hefesto só vê» e, só no Nintendo por rádio, o aviso da armadilha do driver. O inventário é pedido no tique lento com teto próprio, como o da GTK.","É a regressão que a I5 já tinha fechado uma vez na GTK: com dois DualSense e um 8BitDo na mesa a aba dizia '2 controles' ao lado de três cards noutra tela. O HTML nasce com o defeito de volta — um externo na mesa dela não aparece na 01 de forma nenhuma. (Não é ausência de dado: `controller.list {external:true}` responde; ninguém pergunta.) || CONFERIDA em 06/09/2026 pela PARIDADE-REMEDIR-01 e MANTIDA: a chave `external` continua sem leitor em `interface/`. Decisão dela do mesmo dia (`D-0609-EXTERNOS-DEPOIS`): a `EXTERNOS-01` está escrita e fica FORA das 24 horas, com o foco em quatro DualSense por cabo ou por rádio. Adiada, não cancelada. || REMEDIDA E REESCRITA em 06/09/2026 pela EXTERNOS-01, e o portão `paridade-gtk-html` foi quem cobrou: o sinal desta linha APARECEU no lado HTML, e ele manda medir de novo em vez de afrouxar a régua. A dívida fechou pela metade que faltava — **ninguém perguntava**. Agora o piloto pergunta `controller.list {external: true}` no tique LENTO, em thread e com teto próprio (`hefesto_vivo._talvez_ler_os_externos`, 4 s entre leituras e 3 s de espera — os DOIS números são os da janela antiga, `HomeActionsMixin.EXTERNOS_THROTTLE_S` e o `timeout_s` dela), e a lista viaja em campo PRÓPRIO do `pacotes.Contexto` (`externos`), **nunca dentro de `conectados`**: um externo não tem assento, e somá-lo ali faria o cabeçalho contar jogador que não existe, a fita oferecer um alvo que nenhum gesto alcança e `apagar_os_lugares_sem_dono` disputar um cartão que não é dele. || O VEREDITO É `DIFERENTE` E NÃO `IGUAL`, e a diferença é medida, não estilo — ver `html_faz`. || NADA DE TEXTO NOVO: as três frases vêm dos donos na janela antiga (`_format_external_title`, `_format_external_subtitle`, `external_controllers.nintendo_bt_warning`), que é o que impede as duas abas de discordarem sobre o mesmo aparelho. || SEM APARELHO NA BANCADA: não havia Pro nem 8BitDo na mesa em 06/09 (`/sys/bus/hid/devices` só com `054C:0CE6` e `054C:0DF2`), então a prova de APARELHO fica para a MESA-DE-QUATRO-01. O que se mediu foi o caminho inteiro do payload até o HTML, com dublê do `controller.list` e DOZE mordidas — `tests/unit/test_a_interface_ve_os_controles_que_o_hefesto_so_ve.py`. || O BLOCO SÓ ALCANÇA A TELA DELA DEPOIS DE ELA PUBLICAR: o endereço nasce na BANCADA (`mockup/`), e `interface/paginas/` é `nao_toca:` desta sprint. Até lá o pacote emite e o `querySelector` cai no vazio — nada regride. || A DIFERENÇA QUE SOBRA, e é ela que segura o `DIFERENTE`: a GTK põe o card no MESMO frame dos adotados; aqui ele vai num bloco à parte, e a classe é outra (`.ext-cartao`, não `.cartao`). Reusar `.cartao` daria ao externo `data-controle`, o alvo de edição da fita e uma vaga em `apagar_os_lugares_sem_dono` — três significados brigando no mesmo pixel, que é o erro que o `marcador-principal` já pagou uma vez nesta aba. E o cartão do externo NÃO tem cor de plástico nem bateria: a folha das 28 cores é dos DualSense e o daemon não lê a carga dele — campo sem informação não mostra nada."
01-jogar,Aviso de grab dobrado no card ('o jogo pode receber cada botão duas vezes'),DIFERENTE,painel.avisos_do_estado(ctx.state),PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:1551 · src/hefesto_dualsense4unix/app/actions/home_actions.py:1538 · src/hefesto_dualsense4unix/app/actions/home_actions.py:3149,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:875,"linha vermelha no card do primário quando `primary_grab_state == 'failed'` com o gamepad de pé, com o porquê no hover","`painel.aviso_do_grab_dobrado` lê `primary_grab_state`, o gamepad e o primário CONECTADO do `state` e chama `home_actions.aviso_de_grab` — a condição de três termos não foi reescrita. Entra na coluna Atenção com o selo `GAMEPAD`, e a linha e o porquê viajam juntos no mesmo campo de texto.","É o aviso do defeito mais confuso da mesa — o jogo lendo cada botão duas vezes — e a condição é de três termos que a GTK já isolou em função pura testável. Medido agora: `primary_grab_state='off'`, então nada acenderia hoje nos dois; mas o HTML não acenderia nunca. || REMEDIDA em 06/09/2026 pela PARIDADE-REMEDIR-02, com o trabalho da JOGAR-OS-SEIS-AVISOS-01. `primary_grab_state` continua sem ser lido em `interface/` — quem o lê é `painel.aviso_do_grab_dobrado`, e é por isso que o `sinal` desta linha é a PORTA e não o aviso: ver a ressalva no fim deste campo. `DIFERENTE` porque a GTK acende uma linha vermelha no CARD do primário e aqui a frase entra na coluna Atenção. O `gtk_onde` estava morto por deslizamento (:1381, :1394, :2992 abrem em outro assunto) e foi medido de novo. || A RESSALVA DO SINAL: `painel.avisos_do_estado` é a porta única das onze fontes da coluna, não o aviso desta linha — quem tirar o grab da tupla passa por esta régua. A causa é do INSTRUMENTO e está nomeada: `check_paridade_gtk_html.SO_HTML` conta `app/actions/jogar/` como lado GTK, e é lá que a fonte mora; curar isso é uma linha em `scripts/`, que é `nao_toca:` desta sprint."
01-jogar,O marcador 'primário' no card do controle principal,IGUAL,"data-campo=""marcador-principal""",PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/home_actions.py:1427 · src/hefesto_dualsense4unix/app/actions/home_actions.py:2963,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:402 · src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:573 · src/hefesto_dualsense4unix/interface/aba01.py:1087 · mockup/01-jogar.html:2219,a palavra 'primário' entra na linha secundária e o título vai em negrito,"O cartão do primário acende a palavra «primário» na linha secundária, com a razão no ponteiro. `is_primary is True` é a única coisa que a acende, e a classe é própria: `.cartao.alvo` continua respondendo só pelo alvo de edição da fita, e há régua nos dois lados provando que os dois não andam juntos.","O SINAL FOI TROCADO EM 06/09/2026 (ONDA4-S10), e a razão é que o antigo não falava desta linha. Ele era o nome da função dona da palavra do transporte — um símbolo de OUTRA feature, emprestado só porque estava ausente do lado HTML. Ele disparou DUAS vezes sobre trabalho legítimo: em 05/09 sobre um comentário que o soletrava (curado citando o ENDEREÇO, que é a forma desta casa) e em 06/09 sobre a própria decisão dela D-05, que mandou a interface nova CHAMAR essa função — a dívida que fechou foi a do transporte, não a do marcador 'primário', e a régua não sabia distinguir. Hoje o sinal é o ENDEREÇO DE TELA que a página vai escrever quando esta dívida fechar de verdade, e ele não pode ser aceso por nenhuma outra frente. O endereço é um slug, e slug não leva acento — por isso `marcador-principal` e não a palavra que a tela mostra. O marcador 'primário' continua sem lado HTML: `is_primary` aparece no lado HTML só em dublê de teste e em prosa de docstring, e a página publicada não escreve a palavra nem o endereço. || REMEDIDO em 06/09/2026 pela PARIDADE-REMEDIR-01, com o texto da JOGAR-O-QUE-FALTA-01 e os endereços RELIDOS na costura: a palavra é a da janela GTK (`home_actions._format_controller_subtitle`) e há régua que LÊ aquele fonte, em vez de redigitá-la. ESPERA PUBLICAÇÃO: o endereço vive na bancada e a página publicada ainda não o tem — declarado em `mockup/DIVERGENCIAS.md`."
01-jogar,O número do jogador no cartão,DIFERENTE,test_os_donos_de_fato.py,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/__init__.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:1571 · src/hefesto_dualsense4unix/app/actions/base.py:21,src/hefesto_dualsense4unix/interface/pacotes/__init__.py:725 · src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:54,"'Controle N' pelo `player_slot`, e '— PN' SÓ quando o daemon confirmou o `player`; sem player o card só se identifica","'Player N' com `jogador_de`, que lê `player_slot` e depois `player`","A ORDEM das chaves é a mesma (há régua que a tranca: `test_os_donos_de_fato.py`), mas o RÓTULO não. Medido agora, com `player=None` nos dois: a GTK escreve 'Controle 1'/'Controle 2' e cala sobre o jogador; o HTML escreve 'Player 1'/'Player 2'. O HTML afirma sob a palavra 'Player' um número que é o SLOT de sessão — exatamente a distinção que a LEIGO-01b construiu na GTK (`base.numero_do_controle` responde 'quem é este controle', `player` responde 'está jogando agora, e como quem'). Um ganho do HTML no mesmo lugar: ele nunca cai na POSIÇÃO da lista, e devolve travessão em vez de numerar por ordem de chegada (:754-758). || DECIDIDO em 04/09/2026 — ""Player N"", esmaecido enquanto espera. A D-04 fixou a palavra; o esmaecido não a toca e mata o único dano — o cartão afirmar um jogador que não existe. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `01[02]`, sobre a pergunta [02] de `docs/process/sprints/2026-09-04-DECISOES-DELA-01-jogar.md`. Não espera mais palavra dela."
01-jogar,A bateria de cada controle no cartão,IGUAL,battery_pct,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:1429,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:55 · src/hefesto_dualsense4unix/interface/paginas/01-jogar.html:1592,"'· 87%' na linha secundária, e fica de fora quando o daemon não reportou (nada de 0% falso)","'95%' ao lado do glifo de bateria, dentro do cartão; travessão quando ausente","Mesma chave (`battery_pct`), mesmo tratamento do ausente (a GTK omite, o HTML escreve o travessão que é a palavra desta casa para 'não há'). Medido agora, os dois lados diriam o mesmo: 95% no do cabo e 35% no do rádio."
01-jogar,A palavra do transporte no cartão,IGUAL,VIA_DO_TRANSPORTE,PRESENTE,src/hefesto_dualsense4unix/interface/mesa_viva.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:1338,src/hefesto_dualsense4unix/interface/mesa_viva.py:327 · src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:46 · src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:56,"'cabo' e 'rádio' — vocabulário de leiga, com função dona (`palavra_do_transporte`)","**cabo** e **rádio**, desde a ONDA4-S10-O-TRANSPORTE-01 (06/09/2026): a palavra vem de `home_actions.palavra_do_transporte:1407` e o cartão da aba 01 a lê em `pacotes/a01_jogar.py:358`. A sigla crua sobrevive só na contagem do topo (`2 USB · 0 BT`), por decisão dela de 06/09.","FECHADA em 05/09/2026. O sinal era `""USB"" if transporte == ""usb"" else ""BT""`, e o `else` pegava a AUSÊNCIA: um controle cujo transporte o daemon não publicasse aparecia na aba 01 como ""BT"" — a tela afirmando rádio sobre um campo que ninguém leu. Hoje o `mesa_viva` LÊ `pacotes.VIA_DO_TRANSPORTE`, cujo `.get(..., """")` já respondia certo na aba 02, e ausência vira travessão nas duas. A razão é do dono da frase longa (`app/actions/home_actions.py:1333`): ""'?' não é resposta — é a tela encolhendo os ombros"". Régua: tests/unit/test_a_tela_nao_inventa_o_transporte.py. || REMEDIDA na costura da ONDA A, 06/09/2026: o `html_faz` desta linha dizia ""'USB' e 'BT'"" e deixou de ser verdade no mesmo dia — a S-10 o relatou e o CSV é do coordenador."
01-jogar,O nome/cor do plástico e o desenho do controle no cartão,SO_NO_HTML,jg-p1-glifo-options,PRESENTE,src/hefesto_dualsense4unix/interface/paginas/01-jogar.html,src/hefesto_dualsense4unix/app/actions/home_actions.py:2982,src/hefesto_dualsense4unix/interface/aba01.py:639 · src/hefesto_dualsense4unix/interface/aba01.py:739 · src/hefesto_dualsense4unix/interface/paginas/01-jogar.html:1585,nada. O card é texto: 'Controle N' + 'cabo · primário · 95%'. O fim do MAC foi tirado (LEIGO-02) e nada entrou no lugar,"o SVG do DualSense pintado na cor do plástico daquele controle, mais 'Cosmic Red · USB' no campo `identidade`","Ganho real e alinhado com a razão que a GTK escreveu ao tirar o MAC: *'quem distingue os controles na mesa é a COR da lightbar e o LED de jogador'*. O HTML é a primeira tela a de fato MOSTRAR essa cor. Ninguém deve 'consertar' isto removendo. Ressalva medida: o `identidade` do HTML sai da mesa e não do `pacotes.identidade_de` (src/hefesto_dualsense4unix/interface/pacotes/__init__.py:784), que é o dono melhor (nome dela > modelo > mesa > transporte) e hoje não tem UM chamador em toda a árvore."
01-jogar,O que a aba mostra quando não há controle na mesa,DIFERENTE,"data-conectado=""nao""",PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/__init__.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:2953,src/hefesto_dualsense4unix/interface/hefesto_vivo.py:417 · src/hefesto_dualsense4unix/interface/pacotes/__init__.py:281 · src/hefesto_dualsense4unix/interface/aba01.py:688,esvazia a fileira e escreve 'Nenhum controle conectado.',"quatro lugares fixos; os sem dono recebem travessão, `data-conectado=""nao""` e a classe `off`","Decisão dela de 31/08 e é uma melhora de ensino ('o lugar apagado ensina que ali cabe um e que ele não está'). O que se perde: com ZERO controles a GTK DIZ 'Nenhum controle conectado' e o HTML mostra quatro lugares apagados sem uma palavra — o estado de mesa vazia deixa de ter frase. [noqa-acento: os literais sem acento nesta linha são CÓDIGO — o valor do atributo, o nome da função ou a chave do estado. Acentuá-los quebraria o casamento com o fonte.]"
01-jogar,"'Reconectar Controles' — os dois IPCs, nesta ordem",IGUAL,DualSense,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:2249 · src/hefesto_dualsense4unix/app/actions/home_actions.py:3112,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:539 · src/hefesto_dualsense4unix/interface/paginas/01-jogar.html:2807,"botão 'Reconciliar jogadores': `coop.sync` e SÓ ENTÃO `identity.renumber`, encadeados, com folga de 2,0 s","botão 'Reconectar Controles': `p.chamar('coop.sync')` e `p.chamar('identity.renumber')`, na mesma ordem","Mesmos dois métodos, mesma ordem, e a ordem É a entrega ('renumerar antes de reconciliar compactaria uma mesa que ainda não está completa' — home_actions.py:3122). O nome mudou por decisão dela e está registrado na legenda da aba. Os dois também tratam a recusa do segundo passo como não-erro (com jogo aberto o daemon recusa renumerar de propósito)."
01-jogar,"O recibo do 'Reconectar' — quantos jogadores voltaram, se a numeração compactou",IGUAL,recibo_do_reconectar,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:978 · src/hefesto_dualsense4unix/app/actions/home_actions.py:3269,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:2414 · src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:2400,"toast na barra de estado montado por `reconciliar_toast(jogadores, resultado_renumber)`, e o encadeamento só renumera se o sync voltou; falha do sync vira 'Não consegui reconciliar — o Hefesto pode estar desligado'","O gesto passou de dois `p.chamar` (cujo retorno ninguém lia) para dois `p.resultado`: `coop.sync` falho vira `RuntimeError` com `painel.RECONECTAR_SEM_SERVICO` — a recusa laranja no cartão — e o segundo passo NÃO corre; `identity.renumber` falho vira ""não consegui conferir a numeração""; o desfecho é `{""recado"": recibo_do_reconectar(jogadores, renumerou)}`, o verde de 6 s no cartão.","O botão do HTML é o botão que responde calado: clicar com o daemon fora do ar e clicar com ele vivo produzem exatamente a mesma tela. A GTK tem quatro desfechos nomeados nesse mesmo gesto. (O caminho para curar existe — `ponte.chamar_detalhado` devolve `(ok, motivo)` e o piloto sabe pintar recado por cartão, hefesto_vivo.py:325-372 — e não é usado aqui.) || REMEDIDA em 06/09/2026 pela PARIDADE-REMEDIR-02, com o trabalho da JOGAR-OS-SEIS-AVISOS-01, e é a única das seis que fica `IGUAL`: os quatro desfechos nomeados da janela chegam à tela, e a diferença é SÓ o canal do recibo (barra de estado lá, recado no cartão aqui) — o mesmo critério que deu `IGUAL` à linha 338. ""Clicar com o serviço fora do ar e clicar com ele vivo produzem a mesma tela"" caiu: o `RuntimeError` separa os dois. O `gtk_onde` apontava :821 (linha em branco) e :3134; medido de novo."
01-jogar,A dica do 'Reconectar' quando há jogo aberto,DIFERENTE,painel.avisos_do_estado(ctx.state),PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:864 · src/hefesto_dualsense4unix/app/actions/home_actions.py:844 · src/hefesto_dualsense4unix/app/actions/home_actions.py:837,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:875,"frase ao lado do botão dizendo o que NÃO vai acontecer (a numeração espera), e o botão fica de pé de propósito — o gesto é justamente o de partida aberta","A função pura do dono (`home_actions._reconciliar_gate_text`, que decide por `jogo_com_autoridade`) entra em `painel.AVISOS_DA_TELA` DIRETO, com o selo `JOGO`, e a frase é a dele sem prefixo nosso. Nenhum invólucro foi escrito: a assinatura já era a de `Aviso`.","Sem essa linha, no caso mais importante do botão (jogo aberto, jogador caiu) ele faz metade do trabalho e a tela não distingue isso de ter feito tudo. A função `jogo_com_autoridade` já é pura e já é a fonte única das três condições que dependem de 'há jogo em cena' na GTK. || REMEDIDA em 06/09/2026 pela PARIDADE-REMEDIR-02, com o trabalho da JOGAR-OS-SEIS-AVISOS-01. ""`game_signal` não é lido pelo pacote da aba"" caiu. `DIFERENTE` e não `IGUAL`: a GTK põe a frase AO LADO do botão, que é onde ela responde à pergunta de quem está com o dedo nele; aqui ela entra na coluna Atenção. O `gtk_onde` estava morto por deslizamento (:681, :707, :2575) e foi medido de novo."
01-jogar,A linha 'Ponte com o jogo' — por onde o jogo está recebendo o controle,IGUAL,SELO_DA_PONTE,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:1121 · src/hefesto_dualsense4unix/app/actions/home_actions.py:2127 · src/hefesto_dualsense4unix/app/actions/home_actions.py:2862,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:197 · src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:968,"linha permanente logo abaixo do seletor de máscara, com markup colorido, viva também no Modo Nativo e no Steam Input","A ponte entra na coluna Atenção com o selo `PONTE`, e SÓ quando é má notícia — quem decide é a COR que o produto pinta (`home_actions._COR_AVISO`), e não uma segunda lista de perguntas escrita aqui.","Medido agora, a GTK escreveria: 'Ponte com o jogo: nenhuma — nenhum jogo está recebendo controle do Hefesto. Escolha ""Jogar pelo Hefesto"" para o jogo ver um controle.' É a resposta à pergunta seguinte de quem acabou de escolher a máscara, e é justamente a frase que explicaria o estado em que a máquina dela está neste minuto. O HTML fica mudo. || DECIDIDO em 04/09/2026 — Na coluna Atenção, só má notícia. Casa com a D-10, que já mandou as três frases órfãs para lá. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `01[01]`, sobre a pergunta [01] de `docs/process/sprints/2026-09-04-DECISOES-DELA-01-jogar.md`. Não espera mais palavra dela. || REMEDIDO em 06/09/2026 pela PARIDADE-REMEDIR-01, com o texto da JOGAR-O-QUE-FALTA-01 e os endereços RELIDOS na costura: fechou em 04/09 pela decisão 01[01] dela — *na coluna Atenção, só má notícia* — e o `html_faz` desta linha ficou no dia anterior. A régua é `test_a01_a_ponte_entra_na_coluna.py`, e a mordida das CINCO frases da ponte contra as palavras proibidas nasceu em 06/09."
01-jogar,O aviso de divergência de máscara (a escolha dela não chegou ao aparelho),DIFERENTE,_aviso_da_divergencia_de_mascara(ctx.state),PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py,src/hefesto_dualsense4unix/app/actions/home_actions.py:1146 · src/hefesto_dualsense4unix/app/actions/home_actions.py:1173,src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:1067 · src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py:903,"banner com motivo e caminho, comparando a máscara ESCOLHIDA (gesto dela ou perfil) com a do aparelho, a cada tique — e usando o alarme `mascara_divergente` que o próprio daemon publica","Lê o ALARME que o daemon publica (`gamepad_emulation.mascara_divergente`) por `mascara_divergente_do_daemon` e escreve com `texto_da_divergencia`, fonte `FONTE_PERFIL` — nomeia o perfil, nunca um gesto dela. O markup do Pango sai por `_sem_markup`, sob `try` próprio. A lista irmã (jogo fechado) continua de fora, de propósito.","O daemon publica a chave hoje (medido: `mascara_divergente: null`, `mascara_divergencias: []`), e a interface nova não a lê. É o mesmo defeito que a I3 nomeou na GTK — 'o ALARME que ele já publicava e que esta janela nunca leu' — reintroduzido na migração. || REMEDIDA em 06/09/2026 pela PARIDADE-REMEDIR-02, com o trabalho da JOGAR-OS-SEIS-AVISOS-01. ""`gamepad_emulation.mascara_divergente` não é lido em nenhum arquivo de `interface/`"" caiu — e esta é a ÚNICA das seis que a régua enxergou sozinha, porque um outro portão (`nada-aponta-para-a-janela`) obrigou a função a nascer em `interface/` em vez de em `app/actions/jogar/`. `DIFERENTE`: lá é um banner com motivo e caminho, aqui é uma linha da coluna Atenção."
